positive	Nos sentimos muy a gusto . 
positive	Buen servicio , ambiente Acogedor y tranquilo , comida bien . 
positive	Buen servicio , ambiente Acogedor y tranquilo , comida bien . 
positive	Buen servicio , ambiente Acogedor y tranquilo , comida bien . 
positive	Muy recomendable 
positive	La atencion es muy buena , los camareros estan muy pendientes de uno todo el tiempo . 
positive	La atencion es muy buena , los camareros estan muy pendientes de uno todo el tiempo . 
positive	Y la comida espectacular , por eso lo bueno se paga ... 
negative	Lo unico que vi flojo es que pedi un poco de salsa provenzal y nos la cobraron , por lo demas todo bien . 
positive	Lo unico que vi flojo es que pedi un poco de salsa provenzal y nos la cobraron , por lo demas todo bien . 
neutral	Nada especial . 
neutral	Me habían comentado maravillas y está bien , pero nada más . 
neutral	Las carnes bien , pero como muchas otras . 
negative	El precio , por lo que es la comida , para mi gusto es elevado . 
positive	la calidad del producto , el servicio , el entorno todo fue excelente 
positive	la calidad del producto , el servicio , el entorno todo fue excelente 
positive	la calidad del producto , el servicio , el entorno todo fue excelente 
positive	9reinas ya sido una de las mejores experiencias que hemos tenido en los últimos años . 
positive	El servicio es muy bueno y la calidad de la comida al mismo nivel . 
positive	El servicio es muy bueno y la calidad de la comida al mismo nivel . 
positive	Los precios adecuados y bien puedes hacer un mayor o menor gasto en función de tu bolsillo por que la carta es muy amplia . 
positive	Los precios adecuados y bien puedes hacer un mayor o menor gasto en función de tu bolsillo por que la carta es muy amplia . 
positive	Volveremos . 
positive	Fabuloso , muy atentos la comida excelente y un ambiente estupendo . 
positive	Fabuloso , muy atentos la comida excelente y un ambiente estupendo . 
positive	Fabuloso , muy atentos la comida excelente y un ambiente estupendo . 
positive	Fabuloso , muy atentos la comida excelente y un ambiente estupendo . 
positive	Mis amigos quedaron encantados y nosotros tambien . 
positive	Vale la pena ir y probar sus carnes . 
positive	Vale la pena ir y probar sus carnes . 
positive	El restaurante es precioso , moderno y acogedor . 
positive	La comida está deliciosa y es de calidad . 
positive	El servicio muy atento . 
positive	Hemos ido varias veces a cenar al 9reinas y nunca defrauda ! 
positive	La calidad de las carnes el excelente servicio y su buena bodega lo convierte en un lugar espectacular !! 
positive	La calidad de las carnes el excelente servicio y su buena bodega lo convierte en un lugar espectacular !! 
positive	La calidad de las carnes el excelente servicio y su buena bodega lo convierte en un lugar espectacular !! 
positive	Sin duda repetiremos . 
positive	restaurante excelente con carne de alta calidad . 
positive	restaurante excelente con carne de alta calidad . 
positive	Nos encanto ! 
positive	La verdad es que todo muy bien ; el servicio , la comida y la apariencia , todo correcto . 
positive	La verdad es que todo muy bien ; el servicio , la comida y la apariencia , todo correcto . 
positive	La verdad es que todo muy bien ; el servicio , la comida y la apariencia , todo correcto . 
positive	La verdad es que todo muy bien ; el servicio , la comida y la apariencia , todo correcto . 
